Time,Gas Level
22:43:38,121.95837848481224
22:43:40,353.9508522566407
22:43:42,509.89051670004324
22:43:44,383.4626065367419
22:43:46,751.5461527062257
22:43:48,925.7077982982212
22:43:50,288.47814416550307
22:43:52,1128.5024563145466
22:43:54,361.2504950018229
22:43:56,342.5640712786621
22:43:58,170.73892340454904
22:44:01,1003.5460294513031
22:44:03,278.7147076644837
22:44:05,698.8531269395279
22:44:07,555.473833042716
22:44:09,135.8923528217917
22:44:11,681.7373760746459
22:44:13,112.96380941439591
22:44:15,762.0412793223375
22:44:17,1081.0467323413773
22:44:19,1089.5560599027726
22:44:21,890.863903254757
22:44:23,1174.7339908784425
22:44:25,295.725552078154
22:44:27,881.0117457117917
22:44:29,182.21319422894067
22:44:31,1050.8497434412384
22:44:33,848.5539222611224
22:44:35,966.5105765629365
22:44:37,443.7201276110724
22:44:39,782.6181643426637
22:44:41,518.6985860116911
22:44:43,922.5850455746044
22:44:45,308.09686616570025
22:44:47,1170.3139616783012
22:44:49,399.03201898550856
22:44:51,1090.2348900859452
22:44:54,791.4020073104567
22:44:56,484.68740645133215
22:44:58,766.7279594377056
22:45:00,1196.7736274582526
22:45:02,596.9516753833608
22:45:04,306.81236507035044
22:45:06,820.8863737464462
22:45:08,338.4549505888798
22:45:10,808.8330351484516
22:45:12,884.7164608593794
22:45:14,108.07569667359984
22:45:16,830.0897121068857
22:45:18,932.5965028827135
22:45:20,723.8851655800889
22:45:22,368.2265825554465
22:45:24,817.910373252362
22:45:26,844.5425449880657
22:45:28,837.93413742565
22:45:30,245.0297494932025
22:45:32,352.0556319386741
22:45:34,895.0004424141433
22:45:36,1089.1936134320003
22:45:38,490.78500925055516
22:45:40,700.1832310768094
22:45:42,376.52015340523207
22:45:44,456.3622638329228
22:45:47,1036.1827388172508
22:45:49,299.17967874222256
22:45:51,833.7940012768125
22:45:53,925.6269927740059
22:45:55,857.0751477593122
22:45:57,816.2859000981172
22:45:59,958.5297476976724
22:46:01,402.2423099234223
22:46:03,271.6893120221622
22:46:05,832.957454849443
22:46:07,1111.1912576832906
22:46:09,1097.5710224282002
22:46:11,210.30878792782485
22:46:13,502.906322392584
22:46:15,224.00913977742445
22:46:17,1132.5756199109294
22:46:19,759.0385820143031
22:46:21,664.8610690446886
22:46:23,346.95129092806
22:46:25,701.3583317743183
22:46:27,155.76921603882369
22:46:29,1039.5987111748634
22:46:31,732.1504359435645
22:46:33,742.9332184560216
22:46:35,500.7059365457558
22:46:37,1052.863175286082
22:46:39,308.48022937527594
22:46:42,1065.3094630689916
22:46:44,214.908375989106
22:46:46,567.8927345042491
22:46:48,138.1311344800485
22:46:50,814.0569231141778
22:46:52,1145.1073679885517
22:46:54,711.848436700487
22:46:56,969.094701146524
22:46:58,1065.0919095482716
22:47:00,622.9479362196638
22:47:02,1073.3113613892633
22:47:04,1019.4277898499869
22:47:06,628.4968413127979
22:47:08,965.2743259985745
22:47:10,282.7740689419534
22:47:12,1133.0691415357614
22:47:14,680.749823539903
22:47:16,863.3383623226983
22:47:18,518.6406706077928
22:47:20,1088.3621708314108
22:47:22,608.7895683017452
22:47:24,764.6469786844589
22:47:26,1017.047259312559
22:47:28,1103.7580078847086
22:47:30,751.7552377842642
22:47:32,737.4234445531172
22:47:35,100.2125611726804
22:47:37,373.64779895558075
22:47:39,349.3217923180854
22:47:41,784.1669871305019
22:47:43,118.68709426997327
22:47:45,604.6214970409718
22:47:47,594.068573591438
22:47:49,766.9654791260476
22:47:51,386.2598244743035
22:47:53,742.2286251854102
22:47:55,300.3954017454108
22:47:57,241.4347122927673
22:47:59,1081.1861598893688
22:48:01,228.04595679888052
22:48:03,911.5511096608021
22:48:05,652.0635185035699
22:48:07,746.825156598285
22:48:09,868.0336269688371
22:48:11,1090.4371056128
22:48:13,1126.5917471784417
22:48:15,1081.929860870735
22:48:17,731.4253734808765
22:48:19,477.3958474662483
22:48:22,428.38753317636053
22:48:24,401.82997005496424
22:48:26,900.4447785794575
22:48:28,865.1211514570823
22:48:30,759.6558055471863
22:48:32,567.0601536129818
22:48:34,851.799162135519
22:48:36,763.760791567372
22:48:38,470.49139725024315
22:48:40,701.7331777331491
22:48:42,844.1584410529914
22:48:44,1014.2676627697701
22:48:46,151.16716772000157
22:48:48,219.38977963697738
22:48:50,1188.8026710227084
22:48:52,440.6382461610488
22:48:54,195.4328949943665
22:48:56,778.4510106957589
22:48:58,767.7418777664342
22:49:00,464.51218368840057
22:49:02,687.4392701939793
22:49:04,1131.5601797258478
22:49:06,110.90750819727148
22:49:08,296.9030642237818
22:49:10,1114.5633959525674
22:49:12,315.6175373675118
22:49:15,397.1663259267737
22:49:17,990.3997062315117
22:49:19,925.1389134173039
22:49:21,504.1137511241261
22:49:23,888.9663979654857
22:49:25,512.9914748906938
22:49:27,928.0594122137752
22:49:29,964.1112633906281
22:49:31,241.36884248003096
22:49:33,518.2907348147417
22:49:35,1072.634905990844
22:49:37,715.2330524874294
22:49:39,432.9142189620527
22:49:41,923.9377495773088
22:49:43,1114.2254199695524
22:49:45,149.88568508314668
22:49:47,627.5831321441615
22:49:49,485.37341058546497
22:49:51,810.3599448625828
22:49:53,1034.2077950806274
22:49:55,1014.4267276434067
22:49:57,331.07694109398
22:49:59,652.669844244453
22:50:01,156.2333640554695
22:50:03,570.4357018358337
22:50:05,926.4049987198737
22:50:07,560.7683575032231
22:50:10,1099.9132136624767
22:50:12,115.12208492923573
22:50:14,645.1065834399404
22:50:16,334.2165221002104
22:50:18,864.9878240330788
22:50:20,451.5139825909906
22:50:22,937.7480941976055
22:50:24,215.6916640034457
22:50:26,906.1456826448114
22:50:28,667.621464288963
22:50:30,299.11825760235274
22:50:32,541.6132217647203
22:50:34,118.62667504551388
22:50:36,1138.3022965763319
22:50:38,420.6559410460416
22:50:40,116.08112802978029
22:50:42,592.5705091982302
22:50:44,137.85372370431128
22:50:46,558.426517167209
22:50:48,894.9002856226017
22:50:50,929.1646904439217
22:50:52,192.56462252037375
22:50:54,847.8076706505477
22:50:56,119.95653810504417
22:50:58,1163.7067578603956
22:51:01,401.54563167164696
22:51:03,452.6866678807625
22:51:05,914.0322353921952
22:51:07,1018.0118921983135
22:52:45,585.6042162255721
22:52:47,854.3356652074172
22:52:49,749.473908606452
22:52:51,794.6916467759255
22:52:53,336.3156600271599
22:52:55,853.1707557271253
22:52:57,1133.9493563416497
22:52:59,422.5349444823201
22:53:01,884.9307709872456
22:53:03,285.5066577535646
22:53:05,650.7321063472833
22:53:07,857.9350784846164
22:53:09,729.5778155745451
22:53:12,478.5991249528267
22:53:14,988.7773838896431
22:53:16,734.6557707740218
22:53:18,928.668424706617
22:53:20,1166.5890568788031
22:53:22,731.7686235592062
22:53:24,516.3222183878349
22:53:26,1182.9161797021509
22:53:28,963.1763612351242
22:53:30,1033.0912298576754
22:53:32,772.969567616989
22:53:34,1081.6772077003793
22:53:36,834.0821421688534
22:53:38,696.7888120839775
22:53:40,1126.2399097969978
22:53:42,330.9309289313659
22:53:44,1066.7182881513477
22:53:46,130.38477713871137
22:53:48,999.5765805188362
22:53:50,1096.7483394850428
22:53:52,731.0359928782636
22:53:54,879.0824371007291
22:53:56,121.37265085224973
22:53:58,234.3010254549087
22:54:00,1045.7027032339058
22:54:02,925.1793698160056
22:54:05,837.4991675161111
22:54:07,966.6380454189
22:54:09,725.4197092784536
22:54:11,1178.7547749278508
22:54:13,846.3940610147102
22:54:15,543.9570506972423
22:54:17,268.76171097947633
22:54:19,1134.4889145150244
22:54:21,591.7849955271231
22:54:23,906.6027826825855
22:54:25,1035.283555246292
22:54:27,512.8849774594897
22:54:29,1051.5104813524952
22:54:31,504.18117123693827
22:54:33,588.9858519376835
22:54:35,922.2126504865066
22:54:37,738.1295324873279
22:54:39,910.8972536067015
22:54:41,983.8571167844719
22:54:43,809.189543476017
22:54:45,1019.4446233467567
22:54:47,173.7919025151707
22:54:49,1140.1047231512043
22:54:51,414.1145889246831
22:54:53,1119.397499644823
22:59:02,822.0532000458946
22:59:05,1175.322969734846
22:59:07,309.42963369714084
22:59:09,798.6320698775413
22:59:11,825.5562109439968
22:59:13,181.1963159018391
22:59:15,125.50954042395563
22:59:17,617.9905710572492
22:59:19,1161.6092125316975
22:59:21,558.4544467999228
22:59:23,599.2937189434327
22:59:25,1193.8857600986805
22:59:27,714.0946783558072
22:59:29,809.2995892890153
22:59:31,1152.2551136930242
22:59:33,402.72150505369143
22:59:35,796.3215896004107
22:59:37,610.790123371243
22:59:39,1014.9517172635238
22:59:41,635.3909122114057
22:59:43,671.7388378812994
22:59:45,737.3202094140112
22:59:48,1072.7538428253856
22:59:50,753.4574657722774
22:59:52,132.28198201597934
22:59:54,836.9990954386391
22:59:56,357.9473978027413
22:59:58,363.8148594071686
23:00:00,827.9227447950069
23:00:02,971.5444945367058
23:00:04,380.0611658393395
23:00:06,704.1303107522785
23:00:08,1112.4630892067444
23:00:10,199.5437940976206
23:00:12,1096.3375129242959
23:00:14,665.6113007633354
23:00:16,949.2841609902234
23:00:18,868.0025915602885
23:00:20,550.6043456350938
23:00:22,404.42333580726915
23:02:56,103.39427680436273
23:02:58,703.1831758637214
23:03:00,770.4405790414381
23:03:02,413.23489195283486
23:03:04,539.9979128510263
23:03:06,612.7383067610455
23:03:08,430.30559685771954
23:03:10,1196.566557540156
23:03:12,701.7909926595694
23:03:14,166.27631303233312
23:03:16,339.7223510690447
23:03:18,126.97723672502775
23:03:20,218.10986578031526
23:03:22,739.9469893512131
23:03:24,655.2460015720802
23:03:26,911.2261347935344
23:03:29,896.1800802207167
23:03:31,493.63619565870897
23:03:33,170.7127285489545
23:03:35,1049.9724474604682
23:03:37,160.6397378769654
23:03:39,275.0054572988821
23:03:41,516.5182132500765
23:03:43,603.6874809423307
23:03:45,263.75286993676997
23:03:47,253.6174599619943
23:03:55,597.3449307339561
23:03:57,841.8962308180918
23:03:59,1161.0607567340514
23:04:01,875.366973550211
23:04:03,526.6174067129105
23:04:05,531.4210617241185
23:04:07,717.534244790126
23:04:09,274.5453799990795
23:04:11,334.67060888190406
23:04:13,278.7809007338536
23:04:15,750.4152222753142
23:04:17,654.048819397041
23:04:19,917.9709736983134
23:04:21,693.2737505539258
23:04:24,865.5314339969335
23:04:26,362.2658807657079
23:04:28,616.3314071027744
23:04:30,790.5536284509961
23:04:32,434.9522290380619
23:04:34,626.0672361292136
23:04:36,311.4498079435473
23:04:38,185.6544134834723
23:04:40,714.7089271766799
23:04:42,262.14735446867076
23:04:44,174.21083640242594
23:04:46,791.5318664310843
23:04:48,1101.2312297492058
23:04:50,357.5993425112107
23:04:52,1054.901551589147
23:04:54,359.671907455175
23:04:56,238.75526740026478
23:04:58,432.84645046285567
23:06:07,1183.0825245344497
23:06:09,906.3125802135489
23:06:11,488.34483943434003
23:06:13,260.9359476222122
23:06:15,372.8207367616536
23:06:17,716.6911313280882
23:06:19,953.2577321443365
23:06:34,592.7948556987562
23:06:37,441.8707094414728
23:06:39,189.0566392154214
23:07:51,528.7135694532654
23:07:54,913.8641038827849
23:07:56,333.01913825511656
23:07:58,827.0500979821004
23:08:00,287.7493897410996
23:08:02,223.0349583619404
23:08:04,219.3764974752047
23:08:06,970.8034326296741
23:08:08,1030.0507474184335
23:08:10,806.765894866411
23:08:12,120.60704062204442
23:08:14,908.2044439346163
23:08:16,604.010844178243
23:08:18,781.7850939445505
23:08:20,193.90181117439738
23:08:22,219.70214620586216
23:08:24,849.7180370244904
23:08:26,505.0791096311503
23:08:28,1169.5537601216315
23:08:30,1055.2285078294449
23:08:33,643.1925386017349
23:08:35,240.48999270425773
23:08:37,298.80893908901277
23:08:39,952.1191332764431
23:08:41,1069.5150690792368
23:08:43,832.7918573230996
23:08:45,416.0785510456568
23:08:47,230.2523354219658
23:08:49,371.3789116745623
23:08:51,687.4461154755185
23:08:53,785.9749845044538
